text,label
"I'm a Scoutmaster and bought these for an upcoming week at camp.  I wore them a few times to break them in before going and they seemed fine.  After day one and 24,000 steps on my fitbit, they felt horrible.  The rugged soles seemed to become very flexible and I felt every rock, pebble and root I stepped on.  During the week I wore them for over 50 miles... I got 5 blisters.  I think for local walking and such they are fine.  But for real hiking and trekking after scouts on trails and off road paths I would recommend a real hiking boot with better support.",2
Not the quality I expected.,1
thank you,4
Love them,4
Phenomenally comfortable.  Went on an all day walking tour in complete comfort.  Grey color is neutral and good for summer and fall.  Have received many compliments on these shoes.  I highly recommend this brand.,4
My son cannot tie and this worked great to dress up.,4
Cheap shoes that look cheap but to throw on for a run to the grocery store or to walk your dog...you could do worse.  The color is bright though.,2
"Comfortable feel, but the cross strap is too tight.",2
These are adorable but run REALLY small. I will be returning them.,2
"Great boots, but my husband is a solid 12 all day long, The 12 were too small, we ordered the 13 and they fit as 12's normally would.  Great boots in quality and they are waterproof.",2
The purses is cute the imitation leather is BAD after caring it for two days the latch is flaking and the imitation leather is falling apart ..Iam 56 years old no Iam not hard on a purses ..,0
Ordered a size 10 got size 8. So my daughter got some flip flops,1
"You can't beat New Balance shoes, and this was a great value.",4
Nice style for a fair price.,2
Shoes are a little wider than expected but still fit pretty good.,3
"Fit 2 sizes up, so I had to send those back for exchange, still look somewhat big. Straps are uneven, their length and position is different on left and right of my pair. Very pretty, lightweight, soft and well cusioned. I wonder for how long the sandals will last.  Update: The footbed started to fall apart after a week or so. Worse than shoes from China. Not worth  the money. Updaet2: See the photos after a season of not really intence wearing around the city. Defitetly not recomend those.",0
These shoes look great and seem well made. I ordered my normal size as I have owned many pairs of Asics. They're basically the only sneakers I buy. These were much narrower than Asics usually are. They rubbed the side of my foot raw. Unfortunately I had to return.,2
"This is a very cute shoe and looks great on the foot, but I have to walk slower because it fits sloppy. If I walk to fast it feels like the shoe will fall off.  Kept it, but only wear it occasionally when no other shoe will do.",1
"I like them, really cushy and comfy, soft material and nice quality for the price.",3
"2 Stars are for cute. These run narrow so if you have a wide foot you can not go up a sz do to them being to long then. Sending them back, can't wear them at all.",1
Horrible product.  Not as described in description.  Do not purchase.  Waste of moneY.,0
Buy this if you only need a shoe for standing. After the first wear it the shoe has cracks on the top. It is definetly not a multi wear shoe.,0
Exstremely comfortable but breaks after a week would buy if they fixed the bottoms from coming off.,0
Beautiful frame. I loved it and it brought an authenticity certification. Simply gorgeous I highly recommend it.,4
I really liked the look of these shoes and I think they would have offered good support had they not been too narrow. I don't usually have trouble with shoes being narrow but these squeezed my feet so that they were uncomfortable within and hour wearing them around the house.,2
"The shoes were very nice and I liked the style, but they didn't fit my feet.  They were too wide where the heel strap comes on the side of my foot.  In addition this strap came up too high on my ankle and rubbed on my ankle bone, making the shoes uncomfortable.  I returned them after trying them on but didn't wear them.",1
Wore these at Sundance. All day in the snow and lines.,3
"I gave two stars because they're still super cute. I usually wear 9's and ordered a 9. I couldn't even get my toe past the darn orange stuff at the bottom. Otherwise, the shoe was great quality and really cute. Sadly, they just seem to run a bit small and not intended for wide feet at all.",1
